"zona","nome_zona","cod_municipio","nome_municipio","cod_distrito","nome_distrito","area_ha","utm_x","utm_y","area_m2_geom","nome_zona_tab","domicilios","familias","populacao","matriculas_escolares","empregos","automoveis_particulares","viagens_produzidas","viagens_atraidas","area_ha_tab","renda_total","renda_media_familiar","renda_per_capita","renda_mediana_familiar"
481,"Jardim Silveira",2,"Barueri",98,"Barueri",312.03,307261.209714123,7396102.18026402,3113515.91259766,"Jardim Silveira",20640,20640,64789.997086249,20173.2969711491,19618.7143895488,13507.6552582808,107119.788827953,106986.743312139,312.03,57486864.6811155,2785.21631206955,887.279939287363,2700
482,"Jardim Belval",2,"Barueri",98,"Barueri",350.02,305828.277626429,7398207.73623986,3492636.86303711,"Jardim Belval",6354,6354,19794.0005085812,6248.96196948289,11137.8189864874,2853.64125058637,42616.1820031751,42480.5684354164,350.02,17608935.2442326,2771.31495817321,889.609719702626,2500
483,"Morada dos Lagos",2,"Barueri",98,"Barueri",1293.93,302575.172607723,7399928.10139465,12911820.0532227,"Morada dos Lagos",1086,1086,3319.00060579167,750.287038194908,5479.63276931975,1459.33605149289,12005.0801692034,12062.6999786475,1293.93,18482407.4546816,17018.7913947345,5568.66649027716,9882.97147249914
484,"Cidade Ariston",6,"Carapicuíba",102,"Carapicuíba",790.35,311331.364773975,7396151.39943969,7886143.28125,"Cidade Ariston",41987.9999999999,42793.976744186,131693.003261108,18224.6175810934,19729.9452902915,19418.1434939562,149251.787066504,149495.99098836,790.35,112181129.69317,2621.42334571444,851.838191211634,2500
485,"Carapicuíba",6,"Carapicuíba",102,"Carapicuíba",776.67,313252.259121729,7396611.86155303,7749421.40356445,"Carapicuíba",37827,38607.25,110672.997701886,36457.2447716325,26287.3701129421,23892.3016326436,194578.719734203,193315.474283801,776.67,117802790.966569,3051.31266709151,1064.42215728075,2732.57590976586
486,"Jardim Planalto",6,"Carapicuíba",102,"Carapicuíba",422.4,312807.533231022,7393422.60553663,4214699.90307617,"Jardim Planalto",21991,21991,69643.9999382581,13239.600735142,18951.7279539719,12733.9181933558,115833.735188485,115650.852547088,422.4,55342609.3993,2516.60267378928,794.65006961638,2500
487,"Aldeia de Carapicuíba",6,"Carapicuíba",102,"Carapicuíba",572.62,313249.722290565,7391879.9324386,5713517.70849609,"Aldeia de Carapicuíba",10757,11048.0740740741,33782.9901162468,4739.59394591493,7849.24636610753,7885.63168091702,42351.2383654991,42727.4942634875,572.62,47216680.6602464,4273.74765444842,1397.64658183821,3044.22003137203
488,"Estrada do Jacarandá",6,"Carapicuíba",102,"Carapicuíba",900.41,310380.589802162,7392984.11515965,8984463.69165039,"Estrada do Jacarandá",13184,13184,43647.9921995444,9916.64120179679,8532.77002950048,11039.7052993321,67579.8525683998,66768.9890395679,900.41,54382149.7921969,4124.8596626363,1245.92557530664,2323.8951481989
489,"Osasco",24,"Osasco",120,"Osasco",188.93,318173.710184083,7396657.73212209,1884998.5715332,"Osasco",1724,1724,4455.00007705366,12446.4991682168,23774.1552673557,1345.40182633144,90108.8538568434,90864.1520495036,188.93,8275927.9323412,4800.42223453666,1857.67178208772,4060
490,"Vila Yara",24,"Osasco",120,"Osasco",243.57,319663.592108403,7395550.03314711,2430168.71191406,"Vila Yara",4394,4394,11521.9985640249,15643.4145324104,26788.095504704,3349.18851526019,73794.4720982112,73664.9634895102,243.57,18761215.9476808,4269.73508140209,1628.29528605036,3900
491,"Bussocaba City",24,"Osasco",120,"Osasco",469.51,318931.082785165,7393330.50417086,4684491.58813477,"Bussocaba City",12600,12600,36899.9945476712,12134.5107802815,15880.5472442829,15748.3869457794,73308.0832751669,69545.6848936525,469.51,63178353.1793468,5014.15501423388,1712.15074565192,4000
492,"Nova Granada",24,"Osasco",120,"Osasco",546.33,317652.056419756,7395408.4460107,5450921.44165039,"Nova Granada",21334,21334,60262.009046725,21870.2868954798,35062.2427897862,19067.1843582617,159326.95987843,159429.501132671,546.33,80163795.8222163,3757.5605054006,1330.25428608031,3200
493,"Recanto das Rosas",24,"Osasco",120,"Osasco",389.45,315249.86720126,7390442.78812526,3885829.41259766,"Recanto das Rosas",9150.99999999999,9150.99999999999,31030.9977513132,3265.59101103073,5590.73560299121,6129.50957402444,35751.2136686421,35457.4405520055,389.45,26576413.8409117,2904.20870297363,856.447287125564,2700
494,"Jardim Novo Osasco",24,"Osasco",120,"Osasco",354.18,316937.639462422,7392192.68517965,3533827.58349609,"Jardim Novo Osasco",20615,20859.3333333333,63563.0134194735,8938.09505216744,8284.20225603516,15534.1424715837,86288.3239360455,84754.9369483219,354.18,76212421.3340753,3653.63648570146,1199.00579337113,2732.57590976586
495,"Jardim Veloso",24,"Osasco",120,"Osasco",678.57,315802.305168744,7393694.52934378,6770484.11669922,"Jardim Veloso",38826.9999999999,38826.9999999999,121969.003047362,24777.9717457976,24915.491840149,26068.2917869563,148756.246711864,150647.579549192,678.57,123146386.162915,3171.66884289064,1009.6531338794,2880
496,"Quitaúna",24,"Osasco",120,"Osasco",552.51,315393.454079633,7395821.4605296,5512735.0690918,"Quitaúna",23961,23961,72058.9900162442,11115.8282066496,15902.0442254879,16755.4134696725,110144.984125511,111941.086609921,552.51,87426677.9683901,3648.70739820501,1213.26538088699,3579.57730072334
497,"Jardim Piratininga",24,"Osasco",120,"Osasco",350.75,316016.982956795,7397882.17848294,3499655.21459961,"Jardim Piratininga",4242,4293.17647058824,12790.0030867532,2176.54419151882,4860.49066732005,3072.2733117547,21928.8104608546,21799.7805193055,350.75,16042609.2422018,3736.76911538735,1254.30847306185,3000
498,"Presidente Altino",24,"Osasco",120,"Osasco",247.56,319256.102097219,7397191.67642916,2469979.64453125,"Presidente Altino",4114,4114,11599.9978452197,2889.1161440013,17315.2308638001,2465.79867158537,47188.2234941125,47377.5394381524,247.56,15907839.7164108,3866.75734477656,1371.36574753471,3044.22003137203
499,"Munhoz Junior",24,"Osasco",120,"Osasco",722.7,316704.084230478,7399688.4949238,7210715.45703125,"Munhoz Junior",41453,42479.8796178902,129339.985133858,22302.2608118779,20876.3019472532,25526.1063574824,159839.833462066,160212.209806151,722.7,130734396.455648,3077.56042699776,1010.78097635736,2588.93015036554
500,"Rochdale",24,"Osasco",120,"Osasco",366.25,318596.597684579,7399207.54028083,3654147.16967773,"Rochdale",15732,16768.1904761905,49817.0124286885,9736.81110073999,16028.1296853293,7703.17840619875,78049.9028262753,77831.3196349041,366.25,44149552.2448249,2632.93480041951,886.234442662004,2588.93015036554
501,"Mutinga",24,"Osasco",120,"Osasco",442.02,320007.530350295,7398868.19907496,4410118.11499023,"Mutinga",17138,17138,51302.0039903315,18616.3106515777,14369.6587505735,12244.562128715,95810.6854264526,96262.4312801242,442.02,51494886.2331,3004.71970084607,1003.75974090222,2437
502,"Três Montanhas",24,"Osasco",120,"Osasco",957.92,317728.723384182,7402264.62181639,9557521.67700195,"Três Montanhas",6339,6595.35454545454,20742.0028801585,1993.54134630695,21946.2978689752,4181.74222525697,46045.1216961548,45940.4122864106,957.92,17947766.4204626,2721.27393558123,865.286082745232,2689
503,"Ribeirão Itaqui",19,"Jandira",115,"Jandira",356.79,304476.382170853,7397392.87855503,3560233.39892578,"Ribeirão Itaqui",2011,2011,5903.00188164196,808.664701656752,9719.55238959592,1563.39708675384,27045.2470059285,27319.3995196064,356.79,6572146.63757698,3268.09877552312,1113.35669026568,2600
504,"Jandira",19,"Jandira",115,"Jandira",680.44,305673.854349122,7395386.89028207,6789844.46777344,"Jandira",35994,35994,106308.023207332,19188.955723775,22136.4888681216,21450.6138305102,149366.084811317,149295.462919825,680.44,101369263.23245,2816.28224794272,953.542923423106,2588.93015036554
505,"Ribeirão das Pombas",19,"Jandira",115,"Jandira",712.09,307334.143362365,7393355.60774726,7105552.82983398,"Ribeirão das Pombas",2576,2596.3,7933.00074098988,1558.95582459774,1362.77472641367,4580.68234951565,10032.6646975118,9962.26804845803,712.09,30151635.2817495,11613.309433328,3800.78563789308,8964.25247532526
506,"Granja Viana",7,"Cotia",103,"Cotia",1639.63,312960.816744836,7388748.82964274,16360194.4108887,"Granja Viana",11014,11014,33260.9978806358,8730.00741268384,28529.3650252075,12516.9585229575,81391.9491251875,80306.0885239034,1639.63,63870046.5224395,5798.98733633915,1920.26850041153,5223.90246383501
507,"Fernando Nobre",7,"Cotia",103,"Cotia",1976.97,309020.56331807,7389405.44804199,19726838.7670898,"Fernando Nobre",7443,7533.03703703704,23325.0034521521,3032.61175112472,26012.6064545502,9090.85060250454,55758.0311837779,55937.2484022769,1976.97,51440319.8488142,6828.62962121412,2205.37244310968,4949.29291547114
508,"Cotia",7,"Cotia",103,"Cotia",8045.11,302500.711338613,7386938.85249699,80282034.6383057,"Cotia",43726,43726,138852.989901131,35387.8938168562,47510.9895449389,32178.7678023576,244646.836192159,245657.837235652,8045.11,119003692.089553,2721.5773702043,857.048106593086,2155
509,"Capueira",7,"Cotia",103,"Cotia",2229.93,304544.370657578,7378403.79207761,22252331.1574707,"Capueira",1700,1700,5504.99896571356,685.88847899769,1612.66475281313,856.781315830212,6891.48922367877,6926.67326554998,2229.93,3058436.1912459,1799.08011249759,555.574344390356,1976.33618905948
510,"Caucaia",7,"Cotia",103,"Cotia",10265.92,299396.206099343,7374660.90889149,102448481.516113,"Caucaia",0,0,0,0,52.0886142173913,0,0,0,10265.92,0,0,0,0
511,"Caucaia do Alto",7,"Cotia",103,"Cotia",8316.36,292789.823614185,7377814.74863831,82998056.418335,"Caucaia do Alto",10831,10831,36115.9906649669,7604.45660041809,11172.7626402589,6609.36728572628,57757.8110460774,57516.9599415602,8316.36,27181318.560863,2509.58531630164,752.611739575771,2452.83554594684
512,"Vargem Grande Paulista",39,"Vargem Grande Paulista",134,"Vargem Grande Paulista",4257.94,294481.541091493,7386308.0189601,42493313.0378418,"Vargem Grande Paulista",15763,15763,50556.9900248293,11762.1372660031,17806.6444337529,12278.4237677971,96142.5583548176,96244.7428961396,4257.94,45734009.6473809,2901.35187764898,904.603094941376,2732.57590976586
513,"Quatro Encruzilhadas",17,"Itapevi",113,"Itapevi",2101.43,296718.125022396,7391240.59419516,20971235.1591797,"Quatro Encruzilhadas",1200,1200,3587.00081062096,50.9152878032787,534.285673750124,1364.39326855785,2968.1007372642,2916.32390800592,2101.43,9410845.03880248,7842.37086566873,2623.5971318817,4000
514,"Itapevi",17,"Itapevi",113,"Itapevi",1070.03,303338.596745906,7394760.74423383,10677580.8093262,"Itapevi",33436,33436,104625.996713075,21137.0292863681,26504.8076663953,16058.9150954844,156888.742863502,158308.601564704,1070.03,90590623.1483069,2709.37382307414,865.851948791861,2323.8951481989
515,"Amador Bueno",17,"Itapevi",113,"Itapevi",5113.23,299315.724594934,7395169.70578751,51025743.1455078,"Amador Bueno",38079,38079,120821.008205685,26727.3041028257,25161.9536005194,21339.3678493003,154950.317497673,154298.34655242,5113.23,96733334.883586,2540.33285757467,800.633402420445,2380
516,"Santana de Parnaíba",31,"Santana de Parnaíba",127,"Santana de Parnaíba",18034.76,304218.046780572,7405430.75222951,179960499.065063,"Santana de Parnaíba",41864,41864,131607.978848627,32126.3525955968,48247.7309044812,42320.33676068,213606.752452361,214741.58550513,18034.76,251667984.106764,6011.56086629954,1912.25476075602,4209.08262865571
517,"Pirapora do Bom Jesus",25,"Pirapora do Bom Jesus",121,"Pirapora do Bom Jesus",10876.89,297152.258479642,7413208.8776436,108541592.061035,"Pirapora do Bom Jesus",5614,5614,18107.0033038003,3417.08434942533,5142.68978663092,2857.93890307219,22919.9068570587,22927.234438796,10876.89,13815742.6039094,2460.94453222468,763.005472087681,2000
