"zona","nome_zona","cod_municipio","nome_municipio","cod_distrito","nome_distrito","area_ha","utm_x","utm_y","area_m2_geom","nome_zona_tab","domicilios","familias","populacao","matriculas_escolares","empregos","automoveis_particulares","viagens_produzidas","viagens_atraidas","area_ha_tab","renda_total","renda_media_familiar","renda_per_capita","renda_mediana_familiar"
303,"Vila Miranda",36,"São Paulo",72,"Santo Amaro",271.15,325089.123299712,7383144.03525368,2705245.66162109,"Vila Miranda",3681.00000000001,3681.00000000001,10324.9987762861,50941.6305754403,28696.863681253,2825.34472584025,131371.699331461,131885.700894032,271.15,17215679.2041864,4676.90279928995,1667.37832877292,4000
304,"Jardim São Luís",36,"São Paulo",45,"Jardim São Luís",408.45,322061.90632662,7383325.45118537,4075179.73779297,"Jardim São Luís",26276,26276,78637.9947959043,23330.6217875196,34830.1594303793,14886.3347321962,162940.263655828,164566.506797187,408.45,77522069.6328578,2950.29949889092,985.809338527224,2884.19179697777
305,"Centro Empresarial",36,"São Paulo",45,"Jardim São Luís",675.29,322559.778636713,7382014.35869958,6737526.04443359,"Centro Empresarial",42922.0000000001,44025.7515919456,127291.010842567,30106.6516775588,26282.6642093561,20784.3051937214,207591.913319455,206277.102911631,675.29,124999875.532108,2839.24455601972,982.000808263732,2588.93015036554
306,"Guarapiranga",36,"São Paulo",45,"Jardim São Luís",1513.25,322858.377582384,7378281.09477612,15098019.6865234,"Guarapiranga",27655,28410.1363636364,82208.9806430614,12492.3243045279,19287.7192486428,8033.09235762363,100713.443443154,100780.976866769,1513.25,74519264.6600209,2622.98159031021,906.46136318819,2500
307,"Jardim Capela",36,"São Paulo",42,"Jardim Ângela",2022.05,320227.211010221,7374430.31829306,20175049.5734863,"Jardim Capela",32819,32819,104416.022398551,19845.8435188673,24146.1855817072,20550.2088514173,146468.068792079,145934.788535372,2022.05,95524370.313924,2910.64232042183,914.843987729317,2452.83554594684
308,"Riviera",36,"São Paulo",42,"Jardim Ângela",798.79,319206.450650558,7377031.57687106,7969976.01464844,"Riviera",13756,13756,41879.0098477449,16544.7104019833,8285.01959427677,1694.34496283005,60820.0844149757,61416.44131839,798.79,27755793.804323,2017.72272494352,662.761462251181,1900
309,"Jardim Turquesa",36,"São Paulo",42,"Jardim Ângela",282.87,317806.382186355,7378217.00781753,2822374.25561523,"Jardim Turquesa",21403,21551.334573019,65731.9939007513,11781.1610366525,12416.5143931709,10542.3445309845,78439.7693894431,78525.7477089895,282.87,57210530.8190017,2654.61661435231,870.360496068077,2452.83554594684
310,"Morro do Índio",36,"São Paulo",42,"Jardim Ângela",114.64,319053.607402444,7379611.25276959,1143839.33837891,"Morro do Índio",9522.99999999999,9522.99999999999,28294.9963680295,4385.2510976213,8289.70908257666,2458.8837613305,28732.6728825218,29144.2430558831,114.64,20810860.6758676,2185.32612368661,735.496142327897,2000
311,"Jardim Ângela",36,"São Paulo",42,"Jardim Ângela",463.77,320428.507552758,7379482.6064825,4627238.1953125,"Jardim Ângela",29658,29658,88536.0023492418,24465.7247871938,16564.5004215122,11419.2578617461,150205.844600898,152762.072088274,463.77,70636226.587016,2381.69217705227,797.824892842826,2085.99241623413
312,"Capão Redondo",36,"São Paulo",19,"Capão Redondo",219.39,320271.805542478,7382333.49658403,2188973.60009766,"Capão Redondo",13118,13118,38306.8943993496,19056.1819181844,14727.8054497936,9330.85895689597,93983.18139191,93332.0545268942,219.39,50532504.9145249,3852.15009258461,1319.14909070214,2950
313,"Jardim Sônia Ingá",36,"São Paulo",19,"Capão Redondo",105.38,319645.234958151,7380761.74601645,1051411.46484375,"Jardim Sônia Ingá",8080,8080,24266.0047127961,8776.25219040482,5066.69124620799,4559.7130098009,45306.8200990708,45544.4275083445,105.38,29161128.4604559,3609.05055203662,1201.72763524926,2732.57590976586
314,"Adventista",36,"São Paulo",19,"Capão Redondo",545.26,318040.018962145,7380344.48621796,5440437.05834961,"Adventista",34690,34690,105255.015775879,34577.037362592,27776.5888604516,12616.5965273434,186306.316690827,186290.447484718,545.26,104702375.276567,3018.22932477853,994.749509130397,2452.83554594684
315,"Parque Fernanda",36,"São Paulo",19,"Capão Redondo",512.27,317864.351372169,7382055.70399585,5111266.83447266,"Parque Fernanda",39699,39864.0137133612,122442.024785692,21275.2650241667,31102.2096203744,14758.4586992208,175071.625490736,174826.742045754,512.27,106404052.783341,2669.17560154455,869.015789060809,2452.83554594684
316,"Morumbi",36,"São Paulo",55,"Morumbi",271.46,325233.510842691,7390247.60278318,2708289.52197266,"Morumbi",5710.99999999999,5710.99999999999,15559.9992221958,5526.56041532918,13917.7271422264,7731.63530780048,47000.9660674929,47728.6275673823,271.46,47603304.5443989,8335.37113367169,3059.3384912574,6843.12652172168
317,"Jóquei Clube",36,"São Paulo",55,"Morumbi",333.24,326560.484828931,7390597.63480207,3324612.8359375,"Jóquei Clube",1306,1327.94957983193,4306.00082375648,1076.52210171714,7717.79875298651,2234.41209324464,18368.3411516984,17371.8956491658,333.24,17814975.8840941,13415.4008214294,4137.24395634292,10900
318,"Fazenda Morumbi",36,"São Paulo",55,"Morumbi",320.73,326070.767626764,7388239.98332974,3199831.00561523,"Fazenda Morumbi",7596.99999999999,7596.99999999999,22907.9955848595,2224.42066722323,13046.3616748225,5236.82736211095,47831.2635909817,48145.9427755341,320.73,38493236.0587292,5066.8995733486,1680.34064421465,4949.29291547114
319,"Real Parque",36,"São Paulo",55,"Morumbi",223.42,324718.351524649,7388484.83444483,2229001.85205078,"Real Parque",3035.99999999999,3035.99999999999,9014.99865526576,5350.6873398427,20403.6389811141,3689.96958053482,39853.191707701,40060.7775802543,223.42,28990362.5737675,9548.86777792081,3215.79222386616,6142.57921176239
320,"Paraisópolis",36,"São Paulo",85,"Vila Andrade",361.95,324742.053121802,7386839.23084044,3611111.75805664,"Paraisópolis",24783.9999999999,24783.9999999999,73860.9932641966,12443.9491803271,12102.2783187611,7876.23904818593,100266.093379057,99947.9546256978,361.95,84015795.9315466,3389.92075256402,1137.48532504873,1976.33618905948
321,"Jardim Vitória Régia",36,"São Paulo",85,"Vila Andrade",370.18,323717.397619009,7385384.70703621,3693326.21875,"Jardim Vitória Régia",15862,15862,42795.0043263378,8125.13855294806,23344.7326103584,24226.3728231146,100031.386789589,99828.0514478375,370.18,177604345.629441,11196.8443846577,4150.11865111872,10540.7080788983
322,"Vila Suzana",36,"São Paulo",85,"Vila Andrade",300.5,322493.250201496,7386088.80569647,2998134.33276367,"Vila Suzana",14938,14938,39439.9934041133,8489.50888590673,20774.7659899228,17032.4624344572,83449.2275897453,82279.154635261,300.5,92458025.859327,6189.45145664259,2344.27082459107,5513.74861373784
323,"Parque Arariba",36,"São Paulo",17,"Campo Limpo",346.59,320867.334091928,7384279.2153689,3458059.18115234,"Parque Arariba",21065,21611.5652173913,62710.0135863242,12215.2483319461,10987.953748507,14417.4223392337,96393.6698409921,96127.7839645409,346.59,85735953.255807,3967.13298612973,1367.18122597416,3124
324,"Jardim Mitsutani",36,"São Paulo",17,"Campo Limpo",349.31,318717.631147607,7384137.69400997,3485209.48046875,"Jardim Mitsutani",23063,23063,71350.9880870191,17782.9958986246,22540.0174273226,8929.03549610959,97554.3488980493,97998.3242624594,349.31,59549141.9252167,2582.02063587637,834.594495770557,2085.99241623413
325,"Pirajussara",36,"São Paulo",17,"Campo Limpo",270.05,320000.753001042,7385443.73751022,2694357.83203125,"Pirajussara",13085,13514.237037037,40056.9899973676,17380.6516150084,11288.8274150761,7520.3585639138,87923.0318970055,88567.327848493,270.05,49097341.2612262,3633.00873935171,1225.68723372507,3213.12736868523
326,"Jardim Umarizal",36,"São Paulo",17,"Campo Limpo",294.91,321109.182482362,7386424.7182495,2942347.73779297,"Jardim Umarizal",16960,16960,51055.0123105923,9379.81232025424,11396.4127107366,9723.76237923892,65953.580855362,64075.6910037319,294.91,56473307.603952,3329.7940804217,1106.12660830239,2884.19179697777
327,"Portal do Morumbi",36,"São Paulo",96,"Vila Sônia",151.43,323239.905966363,7387973.99033142,1510873.37817383,"Portal do Morumbi",6587.99999999997,6587.99999999997,19722.9975566777,1141.29598028886,6534.80316663325,8047.86728322241,31616.1613929044,31759.8066081468,151.43,58140556.0532281,8825.22101597273,2947.85596794556,7222.81467427629
328,"Jardim Jussara",36,"São Paulo",96,"Vila Sônia",231.55,322037.181517734,7388199.52464497,2310198.95898438,"Jardim Jussara",8183,8183,22657.0036894377,6690.01211625729,15235.3330975741,10664.4339243262,51626.9225359658,53169.3947154096,231.55,63869758.9277773,7805.17645457379,2818.98523755602,6142.57921176239
329,"Vila Sônia",36,"São Paulo",96,"Vila Sônia",348.44,323418.953462146,7389531.16699101,3476380.63867188,"Vila Sônia",11903,11903,34405.99924708,8788.18296362884,21336.3729968877,10781.3020191636,89905.6464941981,90098.0792451435,348.44,76470557.9202649,6424.47768800006,2222.59372184213,5000
330,"Jardim Maria do Carmo",36,"São Paulo",96,"Vila Sônia",277.55,321578.32612665,7389773.81272733,2769189.79248047,"Jardim Maria do Carmo",13529,13529,42282.0040766937,4377.10358438037,13889.1841773984,9584.99082032152,63434.4040556977,63833.0187213496,277.55,55807653.1454406,4125.03903802502,1319.8913902996,3391.40646241033
331,"Jardim Cambará",36,"São Paulo",66,"Raposo Tavares",480.2,319162.259043533,7389699.1438768,4791179.65698242,"Jardim Cambará",13529,13529,42177.0082598711,7814.39124430222,13167.3535900114,8960.88446437585,70201.726121166,70124.8759917519,480.2,61667314.8447152,4558.1576498422,1462.10737529688,3213.12736868523
332,"Jardim João XXIII",36,"São Paulo",66,"Raposo Tavares",467.65,316877.853690572,7389286.23797558,4666056.57324219,"Jardim João XXIII",13702,13882.5555555555,43732.013376062,13014.7286898309,13303.8338928937,9738.11482295278,81663.1907088736,81805.5013125263,467.65,44323733.0962176,3192.7646836234,1013.53058490738,2588.93015036554
333,"Raposo Tavares",36,"São Paulo",66,"Raposo Tavares",271.34,317136.139060104,7390723.50559954,2707342.71362305,"Raposo Tavares",6690,6690,19964.9991629171,3844.2462956493,8580.27465373983,4696.57058182076,34489.2794000106,34495.2957033521,271.34,21228234.6113916,3173.12923937095,1063.27250195036,3044.22003137203
334,"Rio Pequeno",36,"São Paulo",68,"Rio Pequeno",245.75,321718.96413564,7392398.6800269,2451848.97827148,"Rio Pequeno",12117,12117,36683.0027223753,8248.52231332467,15380.759551758,5575.93798235648,68189.3980304227,68377.1579257709,245.75,39698969.3589227,3276.30348757305,1082.21700549906,2500
335,"Jardim Ester Yolanda",36,"São Paulo",68,"Rio Pequeno",264.93,320565.653129872,7391373.22439865,2643299.30883789,"Jardim Ester Yolanda",13398,13398,40378.0090053717,7018.3525303573,10114.1027464226,9799.46327815163,68772.0704772375,68966.8429893656,264.93,62682374.2025974,4678.48740129851,1552.38893017876,3579.57730072334
336,"Jardim Adalgiza",36,"São Paulo",68,"Rio Pequeno",467.13,319867.300406824,7392480.08899078,4660703.39599609,"Jardim Adalgiza",14943,14943,45584.9920486415,4162.64126360991,10316.7836023177,10309.9809084972,60761.160436793,60524.3237187063,467.13,53820887.9619251,3601.74583162184,1180.6712153091,2732.57590976586
337,"Parque Continental",36,"São Paulo",40,"Jaguaré",226.38,321098.965587632,7394708.45690403,2258593.7487793,"Parque Continental",8657,8657,22536.9965255428,6371.37064053318,15255.3738609242,7464.76344993375,52311.94568079,52854.4650732987,226.38,45592587.1852502,5266.55737383045,2023.01079176974,3987.82002130741
338,"Jaguaré",36,"São Paulo",40,"Jaguaré",430.44,321742.238808627,7395462.36047266,4294566.93017578,"Jaguaré",10529,10529,31544.0073004044,6386.67164618681,21706.5480534596,5195.53709501733,71442.7009087251,71115.2212588467,430.44,38847835.4550037,3689.60351932792,1231.54408014944,2600
339,"Cidade Universitária",36,"São Paulo",12,"Butantã",584.56,323717.844723598,7393195.71827795,5832144.01342773,"Cidade Universitária",0,0,0,54277.4075435674,26884.725540326,0,89703.5618850202,89644.8748441167,584.56,0,0,0,0
340,"Butantã",36,"São Paulo",12,"Butantã",207.11,325478.642390839,7392353.64285003,2066340.5690918,"Butantã",2846.99999999999,3065.83902439024,7737.99740805715,1835.70067698401,13603.1616392972,3095.90628351417,39505.9403710017,39510.3928519241,207.11,27423546.6762748,8944.87494552297,3544.01083770333,6000
341,"Jardim Caxingui",36,"São Paulo",12,"Butantã",180.08,324414.443363271,7391313.63900963,1796652.25610352,"Jardim Caxingui",3866,3866,10541.0004438773,3725.71102143987,8790.11609332858,3063.54789343907,30015.6785106205,29662.4483472368,180.08,26052671.8191392,6738.92183630088,2471.55589811892,6710.34548467697
342,"Jardim Bonfiglioli",36,"São Paulo",12,"Butantã",319.97,322740.882677515,7391224.62818213,3192309.24462891,"Jardim Bonfiglioli",12797,12797,35706.9946564311,5298.41761719535,14867.2377062207,10931.7462726621,69660.2097044302,69709.8559959623,319.97,73464631.2187861,5740.76980689116,2057.42969761681,5500
343,"Melhoramentos",4,"Caieiras",100,"Caieiras",2875.06,327699.449140503,7412005.93451089,28682482.1879883,"Melhoramentos",1181,1181,3576.99983279678,97.8844639473684,574.805419415205,969.309072852075,3799.43588458147,3778.55517013296,2875.06,3971892.42569359,3363.16039432141,1110.39771075081,3318.5213863141
344,"Caieiras",4,"Caieiras",100,"Caieiras",1990.04,323406.922879233,7413736.21556245,19853892.3522949,"Caieiras",17209,17209,52689.9963496005,13624.8501367772,28004.6353888973,10599.5928689551,109203.845936279,109450.349767811,1990.04,60249048.8291289,3501.01974717467,1143.46276339391,3044.22003137203
345,"Serpa",4,"Caieiras",100,"Caieiras",691.49,320558.417371963,7417461.8438213,6898858.21118164,"Serpa",13002,13002,41145.9929840364,7968.57198507864,9840.42804051414,5771.32002694254,38673.7203650897,38673.7203650897,691.49,36399118.7283382,2799.50151733104,884.633377117915,2732.57590976586
346,"Santa Inês",4,"Caieiras",100,"Caieiras",4080.68,316838.316189098,7414328.78917335,40713809.5192871,"Santa Inês",0,0,0,0,378.649623374214,0,124.908355080239,124.908355080239,4080.68,0,0,0,0
347,"Cajamar",5,"Cajamar",101,"Cajamar",4855.8,311271.387819592,7413587.45877266,48449934.8168945,"Cajamar",22993,23599.04,69567.0199333627,16610.366420383,27940.972026456,19952.9553134458,118232.551647171,118149.102875209,4855.8,71528407.9066127,3030.98803623421,1028.19422155971,2440
348,"Jordanésia",5,"Cajamar",101,"Cajamar",8307.85,307118.405689308,7417959.21002381,82896260.0422363,"Jordanésia",1657,1700.26666666667,5011.00153101333,501.25993582182,2794.56132857134,1415.41137318099,9149.55553914606,9059.53519798198,8307.85,4577373.82454871,2692.15053984593,913.46486250685,2085.99241623413
349,"Cristais",13,"Franco da Rocha",109,"Franco da Rocha",4251.83,315695.98623373,7421587.4448417,42421408.2724609,"Cristais",0,0,0,0,257.966531351186,0,292.310169669412,292.310169669412,4251.83,0,0,0,0
350,"Baltazar Fidélis",13,"Franco da Rocha",109,"Franco da Rocha",2505.16,320546.516088973,7420501.1543718,24993445.1066895,"Baltazar Fidélis",21377,21377,71943.9939409683,11946.8389185704,9827.21654779265,11360.4792584453,64960.9471777758,63964.6039539971,2505.16,46890491.0768932,2193.50194493583,651.763802762576,2201.73287554739
351,"Franco da Rocha",13,"Franco da Rocha",109,"Franco da Rocha",1417.58,325519.295841415,7420568.76640411,14142251.0119629,"Franco da Rocha",22744,25228.192513369,75681.009459589,19214.7696676843,15225.9568257449,13509.6944801287,117117.009012309,116457.576175511,1417.58,62888820.5917085,2492.79929818128,830.972274825283,2452.83554594684
352,"Parque do Juqueri",13,"Franco da Rocha",109,"Franco da Rocha",2551.34,326515.415632338,7417152.66173384,25452955.380127,"Parque do Juqueri",0,0,0,0,4932.90520680751,0,6832.92778933538,7507.17860681946,2551.34,0,0,0,0
353,"Palmares",13,"Franco da Rocha",109,"Franco da Rocha",2721.22,329566.188512529,7422422.44365466,27146843.145752,"Palmares",0,0,0,0,476.232547077281,0,378.795172360441,378.795172360441,2721.22,0,0,0,0
354,"Sete Voltas",12,"Francisco Morato",108,"Francisco Morato",560.42,319037.750546035,7425619.55248486,5591259.2355957,"Sete Voltas",0,0,0,0,434.720786707693,0,492.596098632473,492.596098632473,560.42,0,0,0,0
355,"Afonso Moreno",12,"Francisco Morato",108,"Francisco Morato",744.81,320938.628483188,7423713.28749407,7430712.34228516,"Afonso Moreno",19075,19075,58623.9957040223,12867.0716888628,17615.7432163875,10262.217077299,87803.5568826444,87400.9292692788,744.81,46799673.2244442,2453.45600128148,798.302344669986,2323.8951481989
356,"Francisco Morato",12,"Francisco Morato",108,"Francisco Morato",1857.33,323324.647623613,7424679.20657027,18529615.0490723,"Francisco Morato",33388,33388,105824.02115399,24730.0837044703,14310.978427534,11935.6667738421,131633.250329005,131109.738909757,1857.33,71796175.7152166,2150.35868321603,678.448757969066,2000
357,"Cascatas",12,"Francisco Morato",108,"Francisco Morato",1758.38,326828.161091801,7426085.33908583,17541850.1557617,"Cascatas",1621,1621,5221.99866413953,823.118637402437,791.158663799701,497.528829108941,4794.2426445587,4778.61538089868,1758.38,3497595.66298979,2157.67776865502,669.781033650671,2143.86264589076
358,"Mairiporã",21,"Mairiporã",117,"Mairiporã",4886.1,339688.921058979,7419174.75815122,48739863.4060059,"Mairiporã",13692,13692,43903.9942125637,8692.2295359418,14358.331450146,8542.82366019772,55284.8817322444,54688.2496352573,4886.1,43705512.1318404,3192.04733653524,995.479179416744,2000
359,"Paiva Castro",21,"Mairiporã",117,"Mairiporã",6751.3,333379.097397762,7413787.20289411,67349592.9580078,"Paiva Castro",5629,5629,17804.9953949029,1990.94056093923,8250.91515107252,3451.78686441816,24556.2248844551,24396.0474837175,6751.3,17568174.8299032,3121.01169477761,986.699206613248,2201.73287554739
360,"Colinas",21,"Mairiporã",117,"Mairiporã",5553.1,334491.208276786,7423706.83959364,55395298.7832031,"Colinas",5732,5732,18078.002965436,3169.54595307815,9922.0214638565,3786.06910282088,27205.1756546803,27358.1118072312,5553.1,13701684.1042405,2390.38452621084,757.920226611161,2000
361,"Pirucaia",21,"Mairiporã",117,"Mairiporã",14953.5,345967.345931651,7422788.51097572,149156283.208252,"Pirucaia",4295,4295,14906.0008827397,2004.78909055851,4834.88425293832,2605.94242008666,16341.4290184642,16565.4615590306,14953.5,9980254.752696,2323.6914441667,669.54609966866,2000
362,"Guarulhos",15,"Guarulhos",111,"Guarulhos",164.41,343391.581070133,7404032.29125567,1639994.54370117,"Guarulhos",5117.00000000001,5117.00000000001,13285.0000437929,27709.353676732,30264.1669569895,4568.74629562655,121603.427687575,121218.832004671,164.41,24338106.1096075,4756.3232576915,1831.99894839134,4600
363,"Macedo",15,"Guarulhos",111,"Guarulhos",382.09,344669.134273793,7404705.20626715,3811382.40527344,"Macedo",14881,14881,41525.0007822917,16353.6060542907,34785.4722852455,10150.0408312949,127463.498854659,128781.01985843,382.09,63995303.5660297,4300.47063813116,1541.12708875181,3579.57730072334
364,"Cumbica",15,"Guarulhos",111,"Guarulhos",689.34,349332.091322513,7403939.76487347,6875938.81542969,"Cumbica",4172,4172,13419.0028384336,1443.85040180392,27065.0564550408,1878.70149458155,42524.4105189049,42888.0738140896,689.34,7926599.67287189,1899.95198295108,590.699604755219,1500
365,"Várzea do Palácio",15,"Guarulhos",111,"Guarulhos",646.76,346243.912336569,7403569.74891352,6451375.5637207,"Várzea do Palácio",1619,1619,4709.00133868635,321.255515494505,16452.8488828623,1179.40029973559,25788.018748424,24518.9721484714,646.76,6301848.15915096,3892.43246395983,1338.2557586847,3391.40646241033
366,"Ponte Grande",15,"Guarulhos",111,"Guarulhos",874.87,342331.928189971,7401317.7255999,8727085.70556641,"Ponte Grande",10971,10971,31524.9939738559,6935.3080032317,37648.5474579517,9715.00944494164,97909.4602188442,96566.8289869062,874.87,42162029.5515596,3843.0434373858,1337.41594325205,3579.57730072334
367,"Gopouva",15,"Guarulhos",111,"Guarulhos",202.39,342491.907014685,7403041.65134658,2018846.84619141,"Gopouva",10201,10201,27783.9973590963,4988.23518657188,11390.8924223463,9060.04317027876,50310.1909232842,49926.2136513601,202.39,41980271.3917229,4115.30941983364,1510.95146062483,3213.12736868523
368,"Vila São Rafael",15,"Guarulhos",111,"Guarulhos",401.04,340971.965872306,7403671.91657252,4000537.60668945,"Vila São Rafael",17772,17772,52057.0113128313,13385.4795942861,20825.3819805725,8085.79483616913,92873.5802616643,92983.8420312432,401.04,63942854.1690582,3597.95488234628,1228.32357364506,3500
369,"Vila Rosália",15,"Guarulhos",111,"Guarulhos",434.65,340978.390474495,7405900.21029767,4335782.47802734,"Vila Rosália",18787,18787,55982.9929573644,18053.1306733054,21184.7359739536,15887.9251156374,114852.986494303,114737.180899266,434.65,82634541.2989166,4398.49583748957,1476.0650857279,3778.18872313733
370,"André Luiz",15,"Guarulhos",111,"Guarulhos",579.59,342619.789339829,7405936.4330802,5781482.71411133,"André Luiz",29204,29975.8,85786.009931169,20711.5019309525,32461.1550093081,25852.8788695979,160750.108971277,160603.278798548,579.59,102114927.860796,3406.5789023411,1190.34476533795,3400
371,"Jardim Santa Clara",15,"Guarulhos",111,"Guarulhos",462.74,344242.619612918,7407092.69910593,4615862.23120117,"Jardim Santa Clara",24919,24919,75496.0030235037,16347.7706264094,9976.72574792196,21006.5932950676,105695.47827411,106021.762718567,462.74,89001341.2433942,3571.62571705903,1178.88812227166,3391.40646241033
372,"Parque CECAP",15,"Guarulhos",111,"Guarulhos",471.79,346364.023466105,7405847.45180506,4706094.97802734,"Parque CECAP",22385,22999.25,66737.9947258417,12560.1790396303,13916.0749126303,14166.402995457,102369.704317686,102505.425166747,471.79,71318488.2564733,3100.90495370385,1068.63397004133,2450
373,"Taboão",15,"Guarulhos",111,"Guarulhos",529.11,346527.882698956,7408119.42041742,5277798.99609375,"Taboão",21779,21779,70679.0114165726,20519.8306364132,20586.7440134012,15588.8074659988,144841.713636514,145009.96420389,529.11,65510010.8672497,3007.94393072454,926.866541484889,2732.57590976586
374,"Aeroporto",15,"Guarulhos",111,"Guarulhos",1324.93,349465.849889109,7407770.55563848,13215668.223877,"Aeroporto",0,0,0,0,17785.7945458673,0,40915.7337331291,37108.5675050214,1324.93,0,0,0,0
375,"Jardim Presidente Dutra",15,"Guarulhos",111,"Guarulhos",892.25,352132.996428177,7407567.87677308,8899700.30444336,"Jardim Presidente Dutra",27319,27319,87688.9880447958,18528.1702429968,31779.6411750862,15230.0500911804,127978.918909346,128211.451709757,892.25,80048693.1996989,2930.1472674585,912.870532372959,2862
376,"Baquirivu",15,"Guarulhos",111,"Guarulhos",1046.37,357203.905526845,7409910.52879422,10436530.1564941,"Baquirivu",12773,14425.9675925926,40451.9909841303,12172.04630168,19818.4404059226,8882.28081298678,92449.8590600967,93922.3978496821,1046.37,36632051.5779999,2539.31331419389,905.568568735494,2085.99241623413
377,"Água Chata",15,"Guarulhos",111,"Guarulhos",2422.5,356989.094981117,7406201.14699493,24162266.3723145,"Água Chata",57841.0000000001,57841.0000000001,187611.000168596,44791.7994890154,56986.3936717294,35991.5859460877,364740.666834841,364271.364145516,2422.5,168800096.490648,2918.3467867196,899.734537628162,2452.83554594684
378,"Pimentas",15,"Guarulhos",111,"Guarulhos",1685.56,352536.184049247,7404735.28514701,16812593.5341797,"Pimentas",31063,31063,98638.9830214946,18832.4582322074,38668.1601703936,18915.7249563682,133416.675280873,132335.328086864,1685.56,76753252.4084746,2470.88988212583,778.122908989736,2452.83554594684
379,"Cabuçu",15,"Guarulhos",111,"Guarulhos",752.36,341475.87565539,7408383.18798017,7504963.35668945,"Cabuçu",19028,19028,60115.9964870869,8687.99743164643,13236.3393765643,10729.1168461569,91141.4994036919,91260.8475260018,752.36,60041845.290366,3155.446988142,998.766531355148,2588.93015036554
380,"Invernada",15,"Guarulhos",111,"Guarulhos",2194.83,345992.806074136,7410982.17555357,21893116.3181152,"Invernada",31384,32107.1363636364,104648.012652329,22066.2874130568,17487.1146660954,10296.3213238582,137190.519709968,136591.73117571,2194.83,87615193.0830263,2728.83860119823,837.237046957681,2588.93015036554
381,"Morro dos Macacos",15,"Guarulhos",111,"Guarulhos",3533.19,345826.570659438,7413987.85393817,35242951.1503906,"Morro dos Macacos",0,0,0,0,0,0,0,0,3533.19,0,0,0,0
382,"Chácaras Bananal",15,"Guarulhos",111,"Guarulhos",1815.89,350729.069045754,7411783.38201971,18112558.2290039,"Chácaras Bananal",30358,32917.6731634183,98770.9665008621,19455.1280422954,18544.5966573909,15417.5980822594,178041.47884353,178819.120717984,1815.89,74093045.3122451,2250.85913407104,750.150048512469,2000
383,"Estrada de Nazaré Paulista",15,"Guarulhos",111,"Guarulhos",1215.48,354160.027287749,7410988.37542241,12123454.1586914,"Estrada de Nazaré Paulista",23448,23448,76800.9944909944,19291.3551872778,14757.8779770874,9772.44260391047,109918.599255948,110383.854131786,1215.48,61907387.2135889,2640.19904527418,806.075333058976,2323.8951481989
384,"Água Azul",15,"Guarulhos",111,"Guarulhos",3389.29,355611.171473818,7414673.75227462,33805043.7824707,"Água Azul",8952,9546.84210526317,28883.9952108554,6180.72258982851,9037.79366337765,4885.00668813245,49910.1426363527,49537.574685152,3389.29,23141347.9413276,2423.97933119369,801.18237703593,2201.73287554739
385,"Vasconcelândia",15,"Guarulhos",111,"Guarulhos",5829.8,358656.037251271,7419679.86155814,58145286.9799805,"Vasconcelândia",0,0,0,0,452.047259064934,0,843.843424227313,843.843424227313,5829.8,0,0,0,0
386,"Arujazinho",1,"Arujá",97,"Arujá",4190.39,363439.820243663,7415515.72500974,41793034.5349121,"Arujazinho",1165,1165,3893.99953642857,1071.2054909844,4158.79381752875,675.410135067693,10029.4675263249,10163.4817347673,4190.39,2679113.73718171,2299.6684439328,688.010800237252,1988.16809452974
387,"Arujá",1,"Arujá",97,"Arujá",3193.71,364952.005844996,7412079.48607462,31852396.6450195,"Arujá",23499,24203.3342985449,76091.0014508365,19391.3788421652,30542.2350490411,14039.7102703703,131530.278373933,128975.717316368,3193.71,69452365.0542059,2869.53707276528,912.753988381662,2878.78305776426
388,"Fazenda Velha",1,"Arujá",97,"Arujá",2249.46,368921.904600023,7410250.33707933,22434462.0639648,"Fazenda Velha",1972,1972,6394.00020653193,1104.72714704606,3180.71394321178,1119.38018522567,9972.42426566357,10236.5213937813,2249.46,4956188.80199441,2513.28032555497,775.131160760881,2201.73287554739
389,"Santa Isabel",30,"Santa Isabel",126,"Santa Isabel",3989.66,376828.669775761,7419535.88620523,39787380.2885742,"Santa Isabel",13237,13839.9941520468,40476.9939154464,8256.59359145558,16906.249943642,5989.32360765809,76349.9319182055,76863.4097672193,3989.66,38497627.4588476,2781.62165647695,951.098975859384,2085.99241623413
390,"Jaguari",30,"Santa Isabel",126,"Santa Isabel",32425.2,372496.137891261,7424504.78459068,323370540.680176,"Jaguari",4528,4976.7153467831,13603.0005781902,968.927124282768,2720.26202202815,1961.47098464614,16383.6659889032,15756.2855204959,32425.2,15831954.49031,3181.20555167851,1163.85751800184,2300
391,"Ferraz de Vasconcelos",11,"Ferraz de Vasconcelos",107,"Ferraz de Vasconcelos",991.01,360466.202847052,7394253.92865396,9884399.87915039,"Ferraz de Vasconcelos",26622,26622,82615.9934425571,23663.2128944821,19106.9661066473,15458.8439467378,109136.250666298,112578.650043459,991.01,59736570.5875184,2243.8798958575,723.063030514221,1954
392,"Paiol Velho",11,"Ferraz de Vasconcelos",107,"Ferraz de Vasconcelos",1027.08,359596.925226541,7390371.2193079,10244333.215332,"Paiol Velho",0,0,0,0,485.367296949749,0,977.565044774707,977.565044774707,1027.08,0,0,0,0
